day,station,extreme,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23
2011-10-31,B,min,5.107,5.109,4.29,4.31,4.34,3.519,4.338,4.359,5.978,7.63,9.3,10.949,11.748,12.569,12.57,12.579,11.76,11.779,10.929,10.898,10.868,9.23,9.239,9.239
2011-10-31,B,max,5.113,5.111,4.29,4.31,4.34,3.521,4.342,4.361,5.982,7.63,9.3,10.951,11.752,12.571,12.57,12.581,11.76,11.781,10.931,10.902,10.872,9.23,9.241,9.241
2011-11-01,A,max,7.76,7.761,7.761,7.76,6.941,6.121,6.121,6.941,7.762,9.401,11.04,11.863,13.5,12.682,13.501,13.501,12.681,11.041,10.222,10.222,9.402,7.762,7.762,6.941
2011-11-01,A,min,7.76,7.759,7.759,7.76,6.939,6.119,6.119,6.939,7.758,9.399,11.04,11.857,13.5,12.678,13.499,13.499,12.679,11.039,10.218,10.218,9.398,7.758,7.758,6.939
2011-11-01,B,min,9.259,9.259,9.29,9.29,8.449,7.64,7.649,8.439,9.23,10.899,12.539,13.329,14.998,14.199,15.01,15.009,14.2,12.58,11.759,11.75,10.93,9.319,9.29,8.45
2011-11-01,B,max,9.261,9.261,9.29,9.29,8.451,7.64,7.651,8.441,9.23,10.901,12.541,13.331,15.002,14.201,15.01,15.011,14.2,12.58,11.761,11.75,10.93,9.321,9.29,8.45
2011-11-02,A,max,6.121,5.3,5.301,5.301,5.3,5.3,5.3,5.301,6.121,6.94,9.401,10.22,11.861,12.682,13.5,12.682,12.68,11.04,10.22,9.402,9.401,8.581,7.761,7.76
2011-11-02,A,min,6.119,5.3,5.299,5.299,5.3,5.3,5.3,5.299,6.119,6.94,9.399,10.22,11.859,12.678,13.5,12.678,12.68,11.04,10.22,9.398,9.399,8.579,7.759,7.76
2011-11-02,B,min,7.63,6.829,6.81,6.819,6.83,6.83,6.798,6.799,7.619,8.41,10.868,11.7,13.318,14.168,15.019,14.199,14.18,12.51,11.689,10.9,10.869,10.068,9.278,9.269
2011-11-02,B,max,7.63,6.831,6.81,6.821,6.83,6.83,6.802,6.801,7.621,8.41,10.872,11.7,13.322,14.172,15.021,14.201,14.18,12.51,11.691,10.9,10.871,10.072,9.282,9.271
2011-11-03,A,max,7.76,6.94,6.941,6.94,6.121,6.121,6.94,6.122,6.94,7.76,9.4,11.041,13.5,14.321,14.321,14.32,14.321,12.681,11.861,11.041,10.221,9.401,9.4,9.401
2011-11-03,A,min,7.76,6.94,6.939,6.94,6.119,6.119,6.94,6.118,6.94,7.76,9.4,11.039,13.5,14.319,14.319,14.32,14.319,12.679,11.859,11.039,10.219,9.399,9.4,9.399
2011-11-03,B,min,9.24,8.408,8.409,8.379,7.548,7.558,8.369,7.559,8.399,9.23,10.848,12.469,14.96,15.759,15.759,15.77,15.76,14.128,13.299,12.469,11.659,10.839,10.83,10.86
2011-11-03,B,max,9.24,8.412,8.411,8.381,7.552,7.562,8.371,7.561,8.401,9.23,10.852,12.471,14.96,15.761,15.761,15.77,15.76,14.132,13.301,12.471,11.661,10.841,10.83,10.86
2011-11-04,A,max,9.401,9.402,9.4,8.58,8.581,8.58,8.58,9.401,9.4,10.22,10.221,11.042,12.68,11.04,11.041,11.861,11.861,10.22,10.221,9.4,7.76,6.94,6.94,6.12
2011-11-04,A,min,9.399,9.398,9.4,8.58,8.579,8.58,8.58,9.399,9.4,10.22,10.219,11.038,12.68,11.04,11.039,11.859,11.859,10.22,10.219,9.4,7.76,6.94,6.94,6.12
2011-11-04,B,min,10.859,10.869,10.839,10.019,9.997,9.989,9.958,10.749,10.748,11.569,11.569,12.42,14.059,12.409,12.399,13.22,13.25,11.629,11.639,10.84,9.198,8.359,8.33,7.489
2011-11-04,B,max,10.861,10.871,10.841,10.021,10.003,9.991,9.962,10.751,10.752,11.571,11.571,12.42,14.061,12.411,12.401,13.22,13.25,11.631,11.641,10.84,9.202,8.361,8.33,7.491
2011-11-05,A,max,6.121,6.121,5.302,5.3,4.48,3.661,3.661,3.661,4.48,5.3,6.122,7.761,7.761,9.401,10.22,9.401,9.401,8.58,7.761,6.94,6.122,6.121,5.301,4.48
2011-11-05,A,min,6.119,6.119,5.298,5.3,4.48,3.659,3.659,3.659,4.48,5.3,6.118,7.759,7.759,9.399,10.22,9.399,9.399,8.58,7.759,6.94,6.118,6.119,5.299,4.48
2011-11-05,B,min,7.489,7.48,6.649,6.669,5.85,5.029,5.029,5.039,5.83,6.679,7.47,9.11,9.088,10.73,11.579,10.759,10.759,9.949,9.119,8.29,7.44,7.439,6.619,5.77
2011-11-05,B,max,7.491,7.48,6.651,6.671,5.85,5.031,5.031,5.041,5.83,6.681,7.47,9.11,9.092,10.73,11.581,10.761,10.761,9.951,9.121,8.29,7.44,7.441,6.621,5.77
2011-11-06,A,max,4.481,3.661,3.661,2.841,2.84,2.841,3.661,3.66,4.481,5.3,7.761,10.221,11.041,11.861,11.861,12.68,11.86,11.04,10.222,8.581,7.762,7.76,7.76,6.941
2011-11-06,A,min,4.479,3.659,3.659,2.839,2.84,2.839,3.659,3.66,4.479,5.3,7.759,10.219,11.039,11.859,11.859,12.68,11.86,11.04,10.218,8.579,7.758,7.76,7.76,6.939
2011-11-06,B,min,5.78,4.949,4.969,4.119,4.109,4.119,4.907,4.939,5.759,6.549,9.03,11.51,12.339,13.168,13.16,14.0,13.17,12.34,11.519,9.85,9.03,9.01,9.009,8.199
2011-11-06,B,max,5.78,4.951,4.971,4.121,4.111,4.121,4.913,4.941,5.761,6.551,9.03,11.51,12.341,13.172,13.16,14.0,13.17,12.34,11.521,9.85,9.03,9.01,9.011,8.201
2011-11-07,A,max,6.942,6.94,6.122,6.12,6.121,5.301,4.48,4.481,5.3,6.94,7.761,10.22,11.861,15.141,15.962,15.963,14.32,13.501,11.86,11.86,9.4,8.581,7.761,7.762
2011-11-07,A,min,6.938,6.94,6.118,6.12,6.119,5.299,4.48,4.479,5.3,6.94,7.759,10.22,11.859,15.139,15.958,15.957,14.32,13.499,11.86,11.86,9.4,8.579,7.759,7.758
2011-11-07,B,min,8.209,8.19,7.379,7.35,7.35,6.529,5.74,5.73,6.538,8.149,8.94,11.369,13.03,16.339,17.129,17.13,15.5,14.679,13.03,13.008,10.578,9.77,8.949,8.92
2011-11-07,B,max,8.211,8.19,7.381,7.35,7.35,6.531,5.74,5.73,6.542,8.151,8.94,11.371,13.03,16.341,17.131,17.13,15.5,14.681,13.03,13.012,10.582,9.77,8.951,8.92
2011-11-08,A,max,6.942,6.12,6.121,6.122,5.301,5.3,5.3,5.301,6.12,7.76,10.221,11.86,14.322,15.14,15.96,16.782,15.961,14.321,12.68,11.861,9.402,9.4,7.761,7.761
2011-11-08,A,min,6.938,6.12,6.119,6.118,5.299,5.3,5.3,5.299,6.12,7.76,10.219,11.86,14.318,15.14,15.96,16.778,15.959,14.319,12.68,11.859,9.398,9.4,7.759,7.759
2011-11-08,B,min,8.119,7.328,7.319,7.319,6.49,6.51,6.48,6.49,7.32,8.949,11.4,13.029,15.5,16.319,17.14,17.97,17.119,15.479,13.85,13.04,10.579,10.6,8.969,8.98
2011-11-08,B,max,8.121,7.332,7.321,7.321,6.49,6.51,6.48,6.49,7.32,8.951,11.4,13.031,15.5,16.321,17.14,17.97,17.121,15.481,13.85,13.04,10.581,10.6,8.971,8.98
2011-11-09,A,max,7.76,6.941,6.121,6.121,6.121,5.3,5.3,5.301,6.12,6.941,9.4,11.861,13.501,13.5,14.32,14.32,14.32,11.86,11.041,11.041,11.04,9.401,9.4,8.58
2011-11-09,A,min,7.76,6.939,6.119,6.119,6.119,5.3,5.3,5.299,6.12,6.939,9.4,11.859,13.499,13.5,14.32,14.32,14.32,11.86,11.039,11.039,11.04,9.399,9.4,8.58
2011-11-09,B,min,8.999,8.21,7.379,7.37,7.37,6.58,6.599,6.6,7.429,8.219,10.68,13.149,14.778,14.759,15.579,15.579,15.55,13.099,12.28,12.249,12.239,10.57,10.589,9.799
2011-11-09,B,max,9.001,8.21,7.381,7.37,7.37,6.58,6.601,6.6,7.431,8.221,10.68,13.151,14.782,14.761,15.581,15.581,15.55,13.101,12.28,12.251,12.241,10.57,10.591,9.801
2011-11-10,A,max,9.402,9.4,8.58,8.58,8.582,7.762,7.761,8.58,9.401,10.221,11.04,11.862,10.221,7.761,7.76,7.76,7.76,7.761,7.76,7.761,7.76,7.761,7.761,6.941
2011-11-10,A,min,9.398,9.4,8.58,8.58,8.578,7.758,7.759,8.58,9.399,10.219,11.04,11.858,10.219,7.759,7.76,7.76,7.76,7.759,7.76,7.759,7.76,7.759,7.759,6.939
2011-11-10,B,min,10.617,10.61,9.76,9.77,9.8,8.969,8.989,9.789,10.609,11.399,12.249,13.059,11.448,8.96,8.98,8.979,9.008,9.009,9.029,8.998,8.989,8.989,8.96,8.11
2011-11-10,B,max,10.623,10.61,9.76,9.77,9.8,8.971,8.991,9.791,10.611,11.401,12.251,13.061,11.452,8.96,8.98,8.981,9.012,9.011,9.031,9.002,8.991,8.991,8.96,8.11
2011-11-11,A,max,6.941,6.121,6.121,5.3,5.301,5.3,4.481,4.482,5.301,6.121,6.121,6.941,6.941,8.581,8.582,7.761,7.761,6.941,6.942,6.12,6.12,5.301,6.121,5.301
2011-11-11,A,min,6.939,6.119,6.119,5.3,5.299,5.3,4.479,4.478,5.299,6.119,6.119,6.939,6.939,8.579,8.578,7.759,7.759,6.939,6.938,6.12,6.12,5.299,6.119,5.299
2011-11-11,B,min,8.08,7.229,7.239,6.43,6.439,6.43,5.619,5.62,6.47,7.307,7.28,8.1,8.099,9.739,9.72,8.879,8.909,8.089,8.059,7.219,7.199,6.38,7.199,6.38
2011-11-11,B,max,8.08,7.231,7.241,6.43,6.441,6.43,5.621,5.62,6.47,7.313,7.28,8.1,8.101,9.741,9.72,8.881,8.911,8.091,8.061,7.221,7.201,6.38,7.201,6.38
2011-11-12,A,max,2.841,2.84,2.84,2.841,1.201,2.022,2.02,2.02,3.66,5.301,6.94,8.58,11.04,12.68,13.5,14.32,14.32,13.501,10.221,10.221,10.22,10.221,10.222,9.401
2011-11-12,A,min,2.839,2.84,2.84,2.839,1.199,2.018,2.02,2.02,3.66,5.299,6.94,8.58,11.04,12.68,13.5,14.32,14.32,13.499,10.219,10.219,10.22,10.219,10.218,9.399
2011-11-12,B,min,3.909,3.89,3.869,3.849,2.19,2.98,2.968,2.94,4.559,6.189,7.85,9.489,11.929,13.589,14.379,15.2,15.21,14.419,11.169,11.17,11.17,11.169,11.159,10.369
2011-11-12,B,max,3.911,3.89,3.871,3.851,2.19,2.98,2.972,2.94,4.561,6.191,7.85,9.491,11.931,13.591,14.381,15.2,15.21,14.421,11.171,11.17,11.17,11.171,11.161,10.371
2011-11-13,A,max,9.401,7.76,7.761,7.762,7.761,6.941,6.941,6.941,6.94,9.401,11.04,11.861,14.321,14.321,15.141,13.501,15.14,14.32,14.32,13.502,13.501,12.68,12.68,11.862
2011-11-13,A,min,9.399,7.76,7.759,7.758,7.759,6.939,6.939,6.939,6.94,9.399,11.04,11.859,14.319,14.319,15.139,13.499,15.14,14.32,14.32,13.498,13.499,12.68,12.68,11.858
2011-11-13,B,min,10.35,8.7,8.699,8.699,8.71,7.889,7.879,7.849,7.87,10.359,11.999,12.789,15.249,15.219,16.01,14.369,16.029,15.189,15.199,14.41,14.42,13.619,13.639,12.818
2011-11-14,A,max,11.86,11.861,11.862,11.04,11.04,11.041,11.04,11.04,11.86,12.681,13.5,15.141,15.96,17.601,18.421,19.241,18.42,18.42,15.961,17.601,17.601,17.601,16.78,15.96
2011-11-14,A,min,11.86,11.859,11.858,11.04,11.04,11.039,11.04,11.04,11.86,12.679,13.5,15.139,15.96,17.599,18.419,19.239,18.42,18.42,15.959,17.599,17.599,17.599,16.78,15.96
2011-11-14,B,min,12.818,12.79,12.78,11.96,11.938,11.96,11.957,11.929,12.73,13.54,14.389,16.03,16.879,18.529,19.36,20.159,19.369,19.4,16.949,18.558,18.53,18.528,17.709,16.869
2011-11-14,B,max,12.822,12.79,12.78,11.96,11.942,11.96,11.963,11.931,12.73,13.54,14.391,16.03,16.881,18.531,19.36,20.161,19.371,19.4,16.951,18.562,18.53,18.532,17.711,16.871
2011-11-15,A,max,15.96,15.96,15.96,15.142,15.96,15.141,15.961,15.141,15.14,15.961,15.961,15.962,15.14,15.14,15.141,15.14,14.321,13.501,13.5,13.5,12.681,13.5,11.861,11.863
2011-11-15,B,min,16.84,16.869,16.898,16.1,16.919,16.09,16.93,16.1,16.119,16.92,16.94,16.919,16.069,16.089,16.079,16.089,15.298,14.478,14.459,14.45,13.64,14.449,12.788,12.818
2011-11-15,B,max,16.84,16.871,16.902,16.1,16.921,16.09,16.93,16.1,16.121,16.92,16.94,16.921,16.071,16.091,16.081,16.091,15.302,14.482,14.461,14.45,13.64,14.451,12.792,12.822
2011-11-16,A,max,11.862,11.86,11.861,11.861,11.04,11.86,11.862,11.861,11.86,11.86,11.86,11.862,11.86,11.86,11.861,12.681,12.681,12.682,11.86,11.861,11.041,11.04,10.221,10.222
2011-11-16,A,min,11.858,11.86,11.859,11.859,11.04,11.86,11.858,11.859,11.86,11.86,11.86,11.858,11.86,11.86,11.859,12.679,12.679,12.678,11.86,11.859,11.039,11.04,10.219,10.218
2011-11-16,B,min,12.82,12.84,12.849,12.84,11.989,12.789,12.79,12.758,12.777,12.759,12.77,12.749,12.728,12.759,12.789,13.609,13.61,13.589,12.789,12.819,11.969,11.95,11.129,11.13
2011-11-16,B,max,12.82,12.84,12.851,12.84,11.991,12.791,12.79,12.762,12.783,12.761,12.77,12.751,12.732,12.761,12.791,13.611,13.61,13.591,12.791,12.821,11.971,11.95,11.131,11.13
2011-11-17,A,max,10.22,10.22,10.22,10.221,9.401,6.94,7.76,6.94,6.941,6.941,6.941,6.122,6.94,6.941,6.941,6.941,6.121,6.121,6.121,5.3,5.302,5.3,3.66,3.66
2011-11-17,B,min,11.099,11.099,11.13,11.159,10.36,7.908,8.729,7.917,7.939,7.97,7.959,7.149,7.988,8.009,8.039,8.04,7.219,7.22,7.238,6.409,6.38,6.379,4.76,4.75
2011-11-17,B,max,11.101,11.101,11.13,11.161,10.36,7.912,8.731,7.923,7.941,7.97,7.961,7.151,7.992,8.011,8.041,8.04,7.221,7.22,7.242,6.411,6.38,6.381,4.76,4.75
2011-11-18,A,max,3.661,3.66,2.841,2.84,2.021,2.022,2.02,2.021,2.02,3.661,3.661,5.301,6.121,6.94,6.942,6.941,6.94,6.122,5.3,4.481,4.48,4.48,3.662,3.66
2011-11-18,A,min,3.659,3.66,2.839,2.84,2.019,2.018,2.02,2.019,2.02,3.659,3.659,5.299,6.119,6.94,6.938,6.939,6.94,6.118,5.3,4.479,4.48,4.48,3.658,3.66
2011-11-18,B,min,4.719,4.729,3.919,3.93,3.11,3.11,3.09,3.07,3.068,4.708,4.74,6.378,7.179,8.029,7.999,7.99,7.96,7.139,6.349,5.509,5.5,5.488,4.7,4.71
2011-11-18,B,max,4.721,4.731,3.921,3.93,3.11,3.11,3.09,3.07,3.072,4.712,4.74,6.382,7.181,8.031,8.001,7.99,7.96,7.141,6.351,5.511,5.5,5.492,4.7,4.71
2011-11-19,A,max,3.661,3.66,2.841,3.661,3.66,2.841,2.841,2.841,3.661,4.482,6.12,7.761,9.401,10.221,10.221,10.22,10.22,9.401,8.581,6.941,7.761,7.761,8.58,8.58
2011-11-19,A,min,3.659,3.66,2.839,3.659,3.66,2.839,2.839,2.839,3.659,4.478,6.12,7.759,9.399,10.219,10.219,10.22,10.22,9.399,8.579,6.939,7.759,7.759,8.58,8.58
2011-11-19,B,min,4.72,4.719,3.9,4.73,4.72,3.89,3.91,3.909,4.72,5.558,7.189,8.82,10.478,11.309,11.278,11.27,11.239,10.409,9.61,7.949,8.739,8.76,9.59,9.58
2011-11-19,B,max,4.72,4.721,3.9,4.73,4.72,3.89,3.91,3.911,4.72,5.562,7.191,8.82,10.482,11.311,11.282,11.27,11.241,10.411,9.61,7.951,8.741,8.76,9.59,9.58
2011-11-20,A,max,8.582,9.401,9.402,9.402,9.401,10.22,10.222,10.22,10.22,11.041,11.041,13.5,13.5,15.141,14.321,14.32,14.32,14.321,15.142,13.501,14.321,12.681,11.861,11.86
2011-11-20,A,min,8.578,9.399,9.398,9.398,9.399,10.22,10.218,10.22,10.22,11.039,11.039,13.5,13.5,15.139,14.319,14.32,14.32,14.319,15.138,13.499,14.319,12.679,11.859,11.86
2011-11-20,B,min,9.576,10.4,10.379,10.369,10.39,11.23,11.26,11.25,11.279,12.1,12.129,14.61,14.64,16.269,15.467,15.5,15.488,15.458,16.31,14.66,15.459,13.799,12.979,12.98
2011-11-20,B,max,9.584,10.4,10.381,10.371,10.39,11.23,11.26,11.25,11.281,12.1,12.131,14.61,14.64,16.271,15.473,15.5,15.492,15.462,16.31,14.66,15.461,13.801,12.981,12.98
2011-11-21,A,max,11.862,11.861,11.04,11.04,11.042,11.04,10.221,11.862,11.86,12.681,14.321,14.321,13.5,13.5,12.681,11.041,11.042,10.22,10.22,9.401,9.4,9.401,9.4,9.402
2011-11-21,A,min,11.858,11.859,11.04,11.04,11.038,11.04,10.219,11.858,11.86,12.679,14.319,14.319,13.5,13.5,12.679,11.039,11.038,10.22,10.22,9.399,9.4,9.399,9.4,9.398
2011-11-21,B,min,13.0,12.99,12.16,12.13,12.159,12.129,11.319,12.949,12.95,13.739,15.369,15.358,14.549,14.518,13.679,12.057,12.089,11.268,11.259,10.428,10.4,10.399,10.389,10.419
2011-11-21,B,max,13.0,12.99,12.16,12.13,12.161,12.131,11.321,12.951,12.95,13.741,15.371,15.362,14.551,14.522,13.681,12.063,12.091,11.272,11.261,10.432,10.4,10.401,10.391,10.421
2011-11-22,A,max,8.58,9.4,8.58,8.581,8.581,8.581,8.582,8.58,8.582,9.4,9.4,9.402,9.401,10.22,10.222,11.042,11.04,11.042,11.041,11.861,11.86,11.86,13.501,12.68
2011-11-22,A,min,8.58,9.4,8.58,8.579,8.579,8.579,8.578,8.58,8.578,9.4,9.4,9.398,9.399,10.22,10.218,11.038,11.04,11.038,11.039,11.859,11.86,11.86,13.499,12.68
2011-11-22,B,min,9.599,10.389,9.569,9.56,9.56,9.549,9.529,9.509,9.5,10.32,10.349,10.349,10.37,11.208,11.2,12.01,11.98,11.979,11.999,12.829,12.82,12.788,14.46,13.608
2011-11-22,B,max,9.601,10.391,9.571,9.56,9.56,9.551,9.531,9.511,9.5,10.32,10.351,10.351,10.37,11.212,11.2,12.01,11.98,11.981,12.001,12.831,12.82,12.792,14.46,13.612
2011-11-23,A,max,12.681,12.681,13.5,13.5,14.321,11.861,11.041,11.86,12.68,14.321,14.32,13.501,12.68,11.04,10.221,10.221,9.402,8.58,9.401,8.581,7.762,7.76,6.941,6.941
2011-11-23,A,min,12.679,12.679,13.5,13.5,14.319,11.859,11.039,11.86,12.68,14.319,14.32,13.499,12.68,11.04,10.219,10.219,9.398,8.58,9.399,8.579,7.758,7.76,6.939,6.939
2011-11-23,B,min,13.599,13.589,14.39,14.419,15.22,12.729,11.909,12.7,13.52,15.159,15.16,14.359,13.519,11.889,11.079,11.109,10.318,9.5,10.309,9.499,8.699,8.679,7.83,7.839
2011-11-23,B,max,13.601,13.591,14.39,14.421,15.22,12.731,11.911,12.7,13.52,15.161,15.16,14.361,13.521,11.891,11.081,11.111,10.322,9.5,10.311,9.501,8.701,8.681,7.83,7.841
2011-11-24,A,max,6.12,6.12,5.301,4.48,5.301,5.301,5.301,3.662,5.3,6.941,7.76,10.222,11.861,12.681,13.501,13.5,13.5,12.681,10.221,9.401,7.761,7.761,7.762,6.941
2011-11-24,A,min,6.12,6.12,5.299,4.48,5.299,5.299,5.299,3.658,5.3,6.939,7.76,10.218,11.859,12.679,13.499,13.5,13.5,12.679,10.219,9.399,7.759,7.759,7.758,6.939
2011-11-24,B,min,7.029,7.05,6.209,5.409,6.219,6.24,6.219,4.55,6.208,7.87,8.679,11.14,12.809,13.659,14.48,14.469,14.438,13.62,11.129,10.29,8.62,8.619,8.64,7.809
2011-11-24,B,max,7.031,7.05,6.211,5.411,6.221,6.24,6.221,4.55,6.212,7.87,8.681,11.14,12.811,13.661,14.48,14.471,14.442,13.62,11.131,10.29,8.62,8.621,8.64,7.811
2011-11-25,A,max,6.941,6.94,4.481,4.48,5.3,4.48,3.66,3.66,3.661,6.12,7.761,9.4,11.861,13.501,14.32,14.321,13.501,13.5,11.861,10.221,9.4,7.76,6.941,6.94
2011-11-25,A,min,6.939,6.94,4.479,4.48,5.3,4.48,3.66,3.66,3.659,6.12,7.759,9.4,11.859,13.499,14.32,14.319,13.499,13.5,11.859,10.219,9.4,7.76,6.939,6.94
2011-11-25,B,min,7.819,7.82,5.34,5.319,6.119,5.29,4.46,4.459,4.44,6.889,8.51,10.14,12.569,14.229,15.067,15.069,14.279,14.289,12.64,10.98,10.139,8.519,7.719,7.719
2011-11-25,B,max,7.821,7.82,5.34,5.321,6.121,5.29,4.46,4.461,4.44,6.891,8.51,10.14,12.571,14.231,15.073,15.071,14.281,14.291,12.64,10.98,10.141,8.521,7.721,7.721
2011-11-26,A,max,6.942,6.121,5.301,5.3,5.301,5.301,5.302,3.662,6.122,6.941,7.761,9.401,11.041,12.682,12.681,13.501,11.861,11.86,10.221,9.4,10.22,8.581,8.58,7.761
2011-11-26,A,min,6.938,6.119,5.299,5.3,5.299,5.299,5.298,3.658,6.118,6.939,7.759,9.399,11.039,12.678,12.679,13.499,11.859,11.86,10.219,9.4,10.22,8.579,8.58,7.759
2011-11-26,B,min,7.719,6.9,6.059,6.029,6.019,6.018,6.029,4.399,6.88,7.688,8.529,10.17,11.788,13.4,13.428,14.278,12.639,12.609,10.998,10.189,10.979,9.32,9.299,8.479
2011-11-26,B,max,7.721,6.9,6.061,6.031,6.021,6.022,6.031,4.401,6.88,7.692,8.531,10.17,11.792,13.4,13.432,14.282,12.641,12.611,11.002,10.191,10.981,9.32,9.301,8.481
2011-11-27,A,max,7.761,7.761,6.94,6.94,6.941,7.761,8.58,8.58,9.4,11.86,11.861,13.502,15.14,15.141,18.42,18.421,15.96,15.141,13.5,12.682,13.5,12.681,12.68,12.68
2011-11-27,A,min,7.759,7.759,6.94,6.94,6.939,7.759,8.58,8.58,9.4,11.86,11.859,13.498,15.14,15.139,18.42,18.419,15.96,15.139,13.5,12.678,13.5,12.679,12.68,12.68
2011-11-27,B,min,8.45,8.418,7.589,7.59,7.57,8.359,9.2,9.219,10.02,12.49,12.469,14.109,15.75,15.759,19.06,19.089,16.61,15.769,14.119,13.299,14.089,13.269,13.289,13.299
2011-11-27,B,max,8.45,8.422,7.591,7.59,7.57,8.361,9.2,9.221,10.02,12.49,12.471,14.111,15.75,15.761,19.06,19.091,16.61,15.771,14.121,13.301,14.091,13.271,13.291,13.301
2011-11-28,A,max,11.861,11.861,nan,11.041,11.04,9.401,10.221,10.22,10.22,11.041,12.68,14.321,15.96,16.78,17.6,16.781,15.961,16.78,15.961,15.141,15.14,15.14,14.32,14.32
2011-11-28,A,min,11.859,11.859,nan,11.039,11.04,9.399,10.219,10.22,10.22,11.039,12.68,14.319,15.96,16.78,17.6,16.779,15.959,16.78,15.959,15.139,15.14,15.14,14.32,14.32
2011-11-28,B,min,12.5,12.519,nan,11.7,11.719,10.078,10.909,10.878,10.879,11.7,13.328,14.95,16.59,17.41,18.239,17.419,16.58,17.37,16.519,15.718,15.699,15.7,14.889,14.87
2011-11-28,B,max,12.5,12.521,nan,11.7,11.721,10.082,10.911,10.882,10.881,11.7,13.332,14.95,16.59,17.41,18.241,17.421,16.58,17.37,16.521,15.722,15.701,15.7,14.891,14.87
2011-11-29,A,max,14.321,14.321,13.501,13.502,14.32,13.501,14.321,14.321,15.14,15.961,15.961,13.501,10.22,10.221,9.4,9.401,9.4,9.401,9.401,9.401,8.581,8.58,8.581,7.761
2011-11-29,A,min,14.319,14.319,13.499,13.498,14.32,13.499,14.319,14.319,15.14,15.959,15.959,13.499,10.22,10.219,9.4,9.399,9.4,9.399,9.399,9.399,8.579,8.58,8.579,7.759
2011-11-29,B,min,14.85,14.82,13.999,14.02,14.819,13.998,14.82,14.82,15.63,16.468,16.45,13.979,10.698,10.707,9.859,9.869,9.87,9.849,9.868,9.84,9.049,9.049,9.079,8.23
2011-11-29,B,max,14.85,14.82,14.001,14.02,14.821,14.002,14.82,14.82,15.63,16.472,16.45,13.981,10.702,10.713,9.861,9.871,9.87,9.851,9.872,9.84,9.051,9.051,9.081,8.23
2011-11-30,A,max,7.761,6.94,6.121,6.12,5.301,4.481,3.661,3.662,4.48,5.301,6.941,8.581,7.761,8.582,8.581,7.762,7.76,6.941,6.941,6.12,6.121,6.12,5.3,4.482
2011-11-30,A,min,7.759,6.94,6.119,6.12,5.299,4.479,3.659,3.658,4.48,5.299,6.939,8.579,7.759,8.578,8.579,7.758,7.76,6.939,6.939,6.12,6.119,6.12,5.3,4.478
2011-11-30,B,min,8.199,7.41,6.58,6.569,5.75,4.93,4.13,4.149,4.939,5.729,7.369,9.0,8.18,9.02,9.029,8.229,8.238,7.43,7.4,6.559,6.559,6.589,5.779,4.939
2011-11-30,B,max,8.201,7.41,6.58,6.571,5.75,4.93,4.13,4.151,4.941,5.731,7.371,9.0,8.18,9.02,9.031,8.231,8.242,7.43,7.4,6.561,6.561,6.591,5.781,4.941
2011-12-01,A,max,4.48,3.66,3.661,3.66,3.661,3.661,2.841,2.841,3.661,5.3,6.121,6.94,7.76,9.402,9.401,9.401,9.401,7.76,7.761,6.94,6.942,5.301,5.3,3.662
2011-12-01,A,min,4.48,3.66,3.659,3.66,3.659,3.659,2.839,2.839,3.659,5.3,6.119,6.94,7.76,9.398,9.399,9.399,9.399,7.76,7.759,6.94,6.938,5.299,5.3,3.658
2011-12-01,B,min,4.97,4.149,4.15,4.15,4.12,4.089,3.24,3.209,4.029,5.668,6.499,7.29,8.11,9.739,9.749,9.77,9.739,8.099,8.08,7.29,7.259,5.629,5.619,3.949
2011-12-01,B,max,4.97,4.151,4.15,4.15,4.12,4.091,3.24,3.211,4.031,5.672,6.501,7.29,8.11,9.741,9.751,9.77,9.741,8.101,8.08,7.29,7.261,5.631,5.621,3.951
2011-12-02,A,max,3.661,2.84,2.841,2.022,2.022,2.02,2.02,2.021,2.842,4.481,5.301,6.94,7.76,9.401,10.221,10.222,10.221,10.222,9.402,6.941,8.582,6.94,6.122,6.121
2011-12-02,A,min,3.659,2.84,2.839,2.018,2.018,2.02,2.02,2.019,2.838,4.479,5.299,6.94,7.76,9.399,10.219,10.218,10.219,10.218,9.398,6.939,8.578,6.94,6.118,6.119
2011-12-02,B,min,3.92,3.069,3.079,2.269,2.289,2.308,2.318,2.3,3.109,4.749,5.58,7.219,8.05,9.66,10.478,10.509,10.48,10.46,9.66,7.2,8.809,7.189,6.379,6.41
2011-12-02,B,max,3.92,3.071,3.081,2.271,2.291,2.312,2.322,2.3,3.111,4.751,5.58,7.221,8.05,9.66,10.482,10.511,10.48,10.46,9.66,7.2,8.811,7.191,6.381,6.41
2011-12-03,A,max,5.3,3.661,3.661,2.841,2.022,2.841,2.842,2.021,2.841,3.661,6.122,6.121,7.761,7.76,7.76,8.581,8.58,7.761,6.941,5.3,5.302,5.302,6.121,5.3
2011-12-03,A,min,5.3,3.659,3.659,2.839,2.018,2.839,2.838,2.019,2.839,3.659,6.118,6.119,7.759,7.76,7.76,8.579,8.58,7.759,6.939,5.3,5.298,5.298,6.119,5.3
